Floating Point Number,Total Completed,Time/Number (s),ETA (s)
67,67,0.00037251657514429805,3.7002071409083124
68,68,0.0003728200407589183,3.7028486448175766
69,69,0.00037251348080842393,3.699431377908458
70,70,0.0003720419747488839,3.694376809256417
71,71,0.0003718523912026849,3.6921223922514583
72,72,0.00037163164880540635,3.689559009340074
73,73,0.0003712503877404618,3.6854025990995645
74,74,0.0003707763311025259,3.680325862523672
75,75,0.0003703467051188151,3.6756910483042398
76,76,0.0003701322957089073,3.673192902615196
77,77,0.0003698088906028054,3.6696136214516377
78,78,0.00036960993057642225,3.6672697311792617
79,79,0.00036939789977254747,3.6647965636434434
80,80,0.00036896467208862304,3.6601295471191406
81,81,0.00036858334953402295,3.6559782440279736
82,82,0.0003681880671803544,3.651689250294755
83,83,0.00036782241729368644,3.6476949123014886
84,84,0.0003674228986104329,3.6433654626210528
85,85,0.00036710290347828585,3.6398252879872044
86,86,0.00036695668863695723,3.638008611146794
87,87,0.000367071436739516,3.638779152398822
88,88,0.00036736780946904963,3.6413497274572197
89,89,0.00036751554253396026,3.64244654205408
90,90,0.00036776065826416016,3.644508123397827
91,91,0.0003676676488184667,3.6432187321421865
92,92,0.000367929106173308,3.6454415839651357
93,93,0.0003676183762088899,3.6419952531014723
94,94,0.0003672128028057991,3.637610024594246
95,95,0.00036695379959909537,3.6346773850290397
96,96,0.0003666803240776062,3.631601929664612
97,97,0.00036635841290975354,3.6280473630452894
98,98,0.0003661136237942443,3.625257102810607
99,99,0.00036658903565069643,3.6295980419775455
100,100,0.0003666043281555176,3.629382848739624
101,101,0.00036650128883890584,3.6279962582163288
102,102,0.0003662109375,3.624755859375
103,103,0.000366391487491941,3.62617655170774
104,104,0.00036617884269127477,3.6237058272728553
105,105,0.0003658975873674665,3.6205566270010814
106,106,0.00036565087876229917,3.617749794474188
107,107,0.0003655558434602256,3.616443959352012
108,108,0.00036530803751062466,3.613627107055099
109,109,0.0003655416156173846,3.615572120071551
110,110,0.00036537647247314453,3.6135733127593994
111,111,0.00036522074862643404,3.6116679831668064
112,112,0.00036504013197762627,3.6095168249947687
113,113,0.00036490701996119674,3.607835706356352
114,114,0.0003646842220373321,3.605268219061065
115,115,0.0003645399342412534,3.60347724997479
116,116,0.00036442074282415983,3.601934622073996
117,117,0.00036430562663282087,3.600432508012169
118,118,0.0003641480106418416,3.5985106411626786
119,119,0.00036390689240784206,3.595764003881887
120,120,0.00036381880442301433,3.5945297876993814
121,121,0.0003639942358347995,3.5958990558119845
122,122,0.00036450487668396997,3.6005791718842555
123,123,0.000364625357030853,3.601404651393735
124,124,0.0003646285303177372,3.6010713654179725
125,125,0.0003645477294921875,3.599908828735351
126,126,0.0003643773850940523,3.5978623004186723
127,127,0.0003641627904937023,3.5953792305443226
128,128,0.000363936647772789,3.592782586812973
129,129,0.00036371401114057203,3.5902210039685865
130,130,0.0003635058036217323,3.5878022817464976
131,131,0.00036336447446400885,3.5860439984853034
132,132,0.0003631729068178119,3.583790244478168
133,133,0.0003630971550045157,3.582679628429556
134,134,0.0003628944283101096,3.5803164297075414
135,135,0.00036265408551251446,3.577582553580955
136,136,0.0003625031779794132,3.5757313475889316
137,137,0.0003622761608040246,3.5731297740100945
138,138,0.0003621353619340537,3.5713789393936377
139,139,0.0003619485621829685,3.569174771686252
140,140,0.00036184447152273996,3.567786489214216
141,141,0.000361773984652039,3.5667297146844525
142,142,0.0003618656749456701,3.567271823614416
143,143,0.0003619194030761719,3.567439556121826
144,144,0.0003620137770970662,3.5680077870686846
145,145,0.00036219399550865437,3.569421825737789
146,146,0.0003620271813379575,3.5674158449042332
147,147,0.00036186101485271844,3.565416579343835
148,148,0.0003617405891418457,3.563868284225464
149,149,0.0003616073787612403,3.5621942881769786
150,150,0.00036150137583414714,3.560788551966349
151,151,0.0003613415143347734,3.558852574683183
152,152,0.0003611915989925987,3.557014866879112
153,153,0.00036110441669139987,3.5557951911602146
154,154,0.0003609456025160752,3.553870402373277
155,155,0.00036080729576849166,3.5521478268408004
156,156,0.0003606432523482885,3.550172176116552
157,157,0.0003605177448054028,3.54857616211958
158,158,0.00036047531079642383,3.547798008858403
159,159,0.0003603464402492691,3.546169318493057
160,160,0.0003603219985961914,3.5455684661865234
161,161,0.00036029934142687306,3.544985220299004
162,162,0.0003601783587608808,3.5434346934895453
163,163,0.00036005300978210074,3.541841457226525
164,164,0.00036004839873895415,3.541436049996353
165,165,0.0003599788203383937,3.5403916980281016
166,166,0.0003599057714623141,3.539313356560397
167,167,0.00035988213773259145,3.538721060324572
168,168,0.0003598318213508243,3.5378664675213045
169,169,0.0003599485702063205,3.538654393698337
170,170,0.00035993071163401886,3.5381188953624054
171,171,0.00035982801203142135,3.5367495302568406
172,172,0.0003597223481466604,3.5353512375853784
173,173,0.0003596950817659411,3.5347235685139036
174,174,0.00035956125149781676,3.5330488572175476
175,175,0.00035965510777064734,3.5336114338466103
176,176,0.0003598102114417336,3.534775517203591
177,177,0.00035997029751707606,3.5359882325102383
178,178,0.00036010313569829707,3.5369329988286737
179,179,0.00035997609186438873,3.535325198200162
180,180,0.000359850459628635,3.533731513553196
181,181,0.0003597196294457873,3.5320870415281855
182,182,0.0003596675264966357,3.5312157751439694
183,183,0.0003595990561396698,3.5301839341231385
184,184,0.0003595896389173425,3.529731895612634
185,185,0.00035948237857303105,3.5283195456942997
186,186,0.00035938652612829724,3.527019367423109
187,187,0.0003592853240150819,3.5256668845599988
188,188,0.00035927523957922104,3.525208650751317
189,189,0.00035915803657006966,3.5236994967889537
190,190,0.0003590947703311318,3.522719696948403
191,191,0.00035905338706770495,3.5219546737471177
192,192,0.0003590323030948639,3.521388828754425
193,193,0.0003589916723379817,3.5206313306185866
194,194,0.00035886051728553376,3.518986232501944
195,195,0.00035882118420723155,3.5182417111519055
196,196,0.00035871778215680806,3.5168691362653464
197,197,0.0003586432655450656,3.5157799321382783
198,198,0.00035862368766707603,3.5152293865126794
199,199,0.0003585779487188138,3.514422475393094
200,200,0.000358506441116333,3.5133631229400635
201,201,0.000358408363304328,3.51204355201911
202,202,0.0003583832542494972,3.5114391251365737
203,203,0.0003583020177380792,3.510284867779962
204,204,0.00035821924022599763,3.509115677253873
205,205,0.0003582442679056307,3.509002604135653
206,206,0.00035815215805201856,3.50774223596147
207,207,0.0003581726608644937,3.5075848678459867
208,208,0.00035825830239516037,3.5080652970534105
209,209,0.0003589465857692883,3.514446021267102
210,210,0.0003593013400123233,3.517560118720645
211,211,0.0003594685504786776,3.518837640635775
212,212,0.00035944074954626695,3.518206056558861
213,213,0.0003593684362133904,3.5171388852204517
214,214,0.0003593848130413305,3.5169397804224607
215,215,0.00035930788794229197,3.515827683515327
216,216,0.0003592636850145128,3.515035894181993
217,217,0.00035919791542439965,3.5140332065969018
218,218,0.0003593514818663991,3.515176195617116
219,219,0.0003598923008191531,3.5201065943121366
220,220,0.0003602038730274547,3.522793878208507
221,221,0.00036018574399646053,3.5222563905413877
222,222,0.0003600754179396071,3.520817436613478
223,223,0.0003599778419118291,3.519503360371953
224,224,0.00035992051873888286,3.5185829911913187
225,225,0.00035982979668511283,3.5173362625969777
226,226,0.00035985064717520654,3.5171802254904687
227,227,0.00035993958359772937,3.517689550500609
228,228,0.00036015322333888004,3.519417298467536
229,229,0.00036022132140580223,3.5197225314560936
230,230,0.00036036449929942256,3.5207611581553584
231,231,0.0003604021939364347,3.5207690325650303
232,232,0.0003603090500009471,3.519498800409251
233,233,0.0003602074962828804,3.5181466161948927
234,234,0.00036015571692051034,3.517280731445704
235,235,0.0003601378582893534,3.516746186195536
236,236,0.0003600494336273711,3.5155226699376514
237,237,0.00035995571925167294,3.514247687054083
238,238,0.00035995896123036615,3.5139193795308343
239,239,0.0003601167990073998,3.5151000751112296
240,240,0.0003600329160690308,3.5139212608337402
241,241,0.0003601386833982349,3.514593411283374
242,242,0.0003602455470187605,3.515276047809065
243,243,0.00036033681390707385,3.5158062932913197
244,244,0.00036025633577440604,3.5146608118151055
245,245,0.0003602310102813098,3.5140535052941773
246,246,0.00036014773981357976,3.512881054141657
247,247,0.00036012016327274956,3.5122519523991262
248,248,0.00036002743628717237,3.510987558672505
249,249,0.00035999290435668454,3.510290810382031
250,250,0.0003599863052368164,3.50986647605896
251,251,0.0003599123175875599,3.5087851841611215
252,252,0.0003598758152553013,3.508069447108677
253,253,0.0003598461980405061,3.507420892300813
254,254,0.00035973139635221224,3.5059421888486604
255,255,0.0003597053827023974,3.5053289544348623
256,256,0.00035967398434877396,3.5046633034944534
257,257,0.0003596307702565471,3.503882594609539
258,258,0.00035954261010931444,3.502664107684941
259,259,0.00035953153514493846,3.5021966838468455
260,260,0.00035949028455294096,3.5014353715456448
261,261,0.0003594776679729593,3.5009530083886506
262,262,0.00035943966785460026,3.5002234855680974
263,263,0.00035945000304015416,3.499964679601981
264,264,0.00035942052349899757,3.49931821678624
265,265,0.00035939666460145194,3.4987265298951344
266,266,0.00035936043674784495,3.4980144913035227
267,267,0.00035932805207784704,3.4973399308736854
268,268,0.0003592647723297575,3.4963647643131996
269,269,0.00035920373569190724,3.4954115520179494
270,270,0.00035913255479600695,3.4943597581651478
271,271,0.0003590583801269531,3.493278980255127
272,272,0.000359195120194379,3.494250129250919
273,273,0.00035945487109732713,3.496417531163701
274,274,0.000359620491083521,3.4976688962783253
275,275,0.00035961931402033023,3.4972978288477115
276,276,0.00035955422166464984,3.496305251467055
277,277,0.00035946722065068325,3.4950997863865934
278,278,0.0003594220113411224,3.494300794258392
279,279,0.0003593429442374937,3.4931727609326764
280,280,0.00035928402628217427,3.492240735462734
281,281,0.00035921449763070645,3.491205702472836
282,282,0.0003591632166652815,3.4903481395532054
283,283,0.00035913672969535045,3.4897316024497202
284,284,0.00035910707124522034,3.4890843042185606
285,285,0.00035908264026307226,3.488487850155747
286,286,0.00035901919945136653,3.4875125034705743
287,287,0.0003590226588764257,3.487187085666723
288,288,0.00035900953743192885,3.486700627538893
289,289,0.00035894948305968184,3.48575842999257
290,290,0.00035895479136499863,3.4854510241541368
291,291,0.00035888222894308084,3.484387560808372
292,292,0.0003588909972203921,3.4841138010155666
293,293,0.0003588411181453145,3.4832707338365676
294,294,0.0003588961906173602,3.4834464261320983
295,295,0.00035895897170244636,3.483696820372242
296,296,0.0003590616019996437,3.4843337858045422
297,297,0.0003589877375849971,3.483258017787227
298,298,0.00035909838324425206,3.4839725142357336
299,299,0.00035932072030262006,3.4857703076557174
300,300,0.0003595129648844401,3.4872757593790693
301,301,0.0003598211611624176,3.489905442114288
302,302,0.00036010205350964274,3.492269714936515
303,303,0.00036036142028204285,3.4944246924749693
304,304,0.00036067790106723185,3.49713292874788
305,305,0.0003606616473588787,3.496614671144329
306,306,0.0003605886222490298,3.495546104082095
307,307,0.0003605075301875509,3.494399490107931
308,308,0.00036043857599233654,3.4933706785177256
309,309,0.0003603700681025928,3.492346329982227
310,310,0.0003603235367805727,3.4915350714037494
311,311,0.00036029263707985834,3.4908753606667475
312,312,0.0003602435955634484,3.490039953818688
313,313,0.0003602017228976606,3.4892740897096384
314,314,0.0003601912480251045,3.4888124283711623
315,315,0.00036014829363141743,3.488036223820278
316,316,0.00036008222193657595,3.4870362372338017
317,317,0.0003600105502251947,3.48598215783056
318,318,0.0003599505754386854,3.485041471397352
319,319,0.00035989396624430594,3.4841334872111256
320,320,0.00035993456840515136,3.4841666221618652
321,321,0.0003600090834953332,3.48452791915133
322,322,0.0003600942422144161,3.484992076151119
323,323,0.00036025933067865046,3.4862295429773007
324,324,0.00036033436104103374,3.486595277433042
325,325,0.0003603729834923377,3.4866086152883673
326,326,0.0003604150257227611,3.486654958841991
327,327,0.00036046628922862015,3.486790415708443
328,328,0.0003605484962463379,3.48722505569458
329,329,0.00036062513078962056,3.4876056398664206
330,330,0.00036072731018066406,3.4882330894470215
331,331,0.00036081950830188763,3.4887638257709517
332,332,0.00036090756037149085,3.4892542936715736
333,333,0.0003609657287597656,3.4894556999206543
334,334,0.00036107351680001815,3.4901366133889753
335,335,0.00036115788701754896,3.4905909780246107
336,336,0.00036119776112692695,3.490615163530622
337,337,0.00036124801069763364,3.490739527371234
338,338,0.00036129725755319086,3.49085410247893
339,339,0.0003613947415422198,3.4914345980393855
340,340,0.00036144046222462374,3.4915148650898655
341,341,0.0003615369545050031,3.492085443563825
342,342,0.00036159942024632504,3.492327200739007
343,343,0.0003616907158676459,3.4928472431338564
344,344,0.0003619152446125829,3.4946536019791004
345,345,0.00036207696665888246,3.4958531130915103
346,346,0.0003622852997972786,3.4975022842429273
347,347,0.00036233302839207716,3.4976007230687207
348,348,0.0003623852784606232,3.4977427077019354
349,349,0.0003625089596199101,3.4985739692917526
350,350,0.00036269051688058037,3.4999634878976007
351,351,0.00036286832260610033,3.501316444826262
352,352,0.00036289610645987773,3.5012216351249004
353,353,0.0003629527753878585,3.501405424166671
354,354,0.00036320376530878963,3.5034635201685846
355,355,0.0003633559589654627,3.5045682242218876
356,356,0.00036348385757274844,3.505438322431586
357,357,0.00036351019594849657,3.5053288195313526
358,358,0.0003635690198930282,3.505532489808578
359,359,0.000363641462618262,3.5058673411026637
360,360,0.00036373866928948295,3.5064407719506154
361,361,0.00036378448359523783,3.5065186373744974
362,362,0.00036371939748690275,3.505527552978769
363,363,0.00036374727884928387,3.505432526270549
364,364,0.00036382085674411646,3.505777775586306
365,365,0.00036388880585970946,3.5060686444583005
366,366,0.00036387560797519373,3.5055776072330165
367,367,0.0003638040142423126,3.504524069196197
368,368,0.00036373280960580576,3.503474422123121
369,369,0.000363797030151698,3.5037291973910034
370,370,0.00036387830167203337,3.5041480451016813
371,371,0.000363950138143452,3.5044758801832994
372,372,0.0003639177609515447,3.503800202441472
373,373,0.0003638427315065113,3.5027139762131845
374,374,0.0003637789404965977,3.5017360812202494
375,375,0.0003637065887451172,3.500675916671753
376,376,0.0003636434991308983,3.4997050356357655
377,377,0.00036362627773133135,3.4991756706086017
378,378,0.00036358328723402883,3.4983983897658253
379,379,0.00036351284439771345,3.497357075950401
380,380,0.0003634609674152575,3.4964945065347774
381,381,0.0003634149946878588,3.495688833902514
382,382,0.00036339173142198495,3.4951016728166513
383,383,0.00036334929204796373,3.4943301416252672
384,384,0.0003633294254541397,3.4937757551670074
385,385,0.0003632836527638621,3.492972321324534
386,386,0.0003632208226258273,3.4920049887247036
387,387,0.0003631496922298303,3.490957991405359
388,388,0.00036311948422304135,3.4903044823518736
389,389,0.00036305756066329684,3.4893462155349457
390,390,0.00036299901130871896,3.4884204986767893
391,391,0.0003629736888134266,3.487814175808216
392,392,0.00036291078645355845,3.4868468362457894
393,393,0.0003628579108162994,3.4859759492121882
394,394,0.0003627944113639406,3.485003115562013
395,395,0.0003627239903317222,3.4839639271361915
396,396,0.0003627924003986397,3.484258213428536
397,397,0.00036277819040139914,3.483758962424636
398,398,0.0003628275502267195,3.483870137276961
399,399,0.00036285694380451864,3.4837895174671836
400,400,0.0003628385066986084,3.4832496643066406
401,401,0.00036277616410481365,3.482288399242106
402,402,0.00036272184172673013,3.4814042368931557
403,403,0.00036279261851724856,3.4817207599100346
404,404,0.00036275150752303626,3.480963466191056
405,405,0.0003626894067834925,3.4800048580876104
406,406,0.0003626252630074036,3.4790267732930302
407,407,0.0003626030258816056,3.4784508272822423
408,408,0.00036255810775008855,3.4776573695388495
409,409,0.00036261483917609405,3.477838922537918
410,410,0.0003625509215564263,3.476863337726128
411,411,0.0003625139992892597,3.476146739184711
412,412,0.00036245063670630595,3.4751767047400617
413,413,0.0003624002812272411,3.4743314961255605
414,414,0.00036237032517142916,3.47368193709332
415,415,0.0003623640680887613,3.473259592630777
416,416,0.0003623234537931589,3.4725079811536346
417,417,0.0003622635948858101,3.471572029790718
418,418,0.00036226448259855574,3.471218272259361
419,419,0.00036221529248221676,3.4703847172721187
420,420,0.000362154415675572,3.4694393021719794
421,421,0.0003621147817217539,3.4686974941126807
422,422,0.00036206686101253566,3.4678763947780666
423,423,0.0003620090214073235,3.466960398017937
424,424,0.0003619840684926735,3.4663594398858413
425,425,0.00036194801330566404,3.465652227401733
426,426,0.0003619233207523543,3.4650538728830402
427,427,0.00036189427699640707,3.464413913686605
428,428,0.00036185311379833754,3.463658005277687
429,429,0.0003618221460800349,3.4629997601320137
430,430,0.00036191829415254816,3.4635580750398858
431,431,0.00036197803966407156,3.4637678615455005
432,432,0.00036192602581448026,3.462908214992947
433,433,0.00036190123260709486,3.4623090923520765
434,434,0.00036187325754473285,3.4616795816729145
435,435,0.000361849795812848,3.461093296949891
436,436,0.00036178816349134534,3.460141995631227
437,437,0.0003617737331434027,3.4596422100503603
438,438,0.0003617163662496767,3.4587318940794085
439,439,0.000361670122602806,3.4579280422054284
440,440,0.0003616376356645064,3.457255796952681
441,441,0.00036167882197027574,3.457287859213866
442,442,0.0003617268342238206,3.457385081511277
443,443,0.0003617202724344843,3.4569606436563665
444,444,0.00036168957615757846,3.45630558976182
445,445,0.0003616552674368526,3.455616080359127
446,446,0.00036163447683702137,3.455055791700902
447,447,0.000361580176641477,3.45417542745603
448,448,0.00036154208438737053,3.4534499900681634
449,449,0.0003616034586339326,3.45367463341269
450,450,0.00036164336734347875,3.453694158130222
451,451,0.00036169208602736106,3.4537977294752706
452,452,0.00036176432550480935,3.4541257799199196
453,453,0.000361753615322492,3.453661765483831
454,454,0.000361732974451544,3.4531029741144392
455,455,0.00036169460841587613,3.4523750373295377
456,456,0.0003616726189328913,3.451803475095515
457,457,0.00036162985753700037,3.4510337304755945
458,458,0.00036158051553251443,3.4502012792112526
459,459,0.0003615547628963695,3.449593992794261
460,460,0.00036149957905644953,3.4487059841985284
461,461,0.0003615072130381156,3.4484173051705844
462,462,0.00036153494021593234,3.4483202597795626
463,463,0.00036149663492618834,3.447593407291058
464,464,0.00036155817837550723,3.4478187889888368
465,465,0.00036150204238071237,3.4469219741000923
466,466,0.0003614753101005063,3.446305606498227
467,467,0.0003614772821136409,3.4459629303893387
468,468,0.00036156636018019455,3.4464505452376146
469,469,0.00036163879101718666,3.4467793171848062
470,470,0.00036168504268565074,3.4468584567942515
471,471,0.0003616819968901875,3.446467748366597
472,472,0.0003617400840177374,3.446659520521002
473,473,0.0003617843160165541,3.446719178689711
474,474,0.00036180371473610147,3.4465421865761026
475,475,0.0003617562745746813,3.4457285153238395
476,476,0.00036175010584983507,3.445308008113829
477,477,0.0003616764860333137,3.4442451764952464
478,478,0.0003616979431407721,3.4440878145864318
479,479,0.0003616650567423078,3.4434130052435123
480,480,0.00036161541938781736,3.4425787925720215
481,481,0.00036160960762515634,3.4421618549838633
482,482,0.0003616003574672082,3.4417122023728877
483,483,0.0003616572907252341,3.4418924358320533
484,484,0.00036169329950632144,3.4418734381021547
485,485,0.0003616706612183876,3.441296341492958
486,486,0.00036164811609213244,3.440720176500548
487,487,0.0003616153826703771,3.4400471353432973
488,488,0.00036159744028185233,3.4395148519609795
489,489,0.00036155763091728975,3.4387746276543427
490,490,0.0003615150646287568,3.438008264619477
491,491,0.00036149403713871167,3.4374467991520095
492,492,0.00036145225773012734,3.436688066498051
493,493,0.0003614822217465414,3.4366114821443694
494,494,0.00036151592548076925,3.4365703876201925
495,495,0.0003615099974352904,3.4361525256224352
496,496,0.0003614992864670292,3.4356892185826453
497,497,0.0003614512007960851,3.4348707611651967
498,498,0.0003614339483789651,3.434345377496926
499,499,0.00036138857533793173,3.4335528542856895
500,500,0.00036136627197265627,3.4329795837402344
501,501,0.0003613188357172374,3.432167620478038
502,502,0.00036128393682350674,3.431474831949667
503,503,0.00036124775471317605,3.430769926511033
504,504,0.00036124388376871747,3.430371920267741
505,505,0.0003612154781228245,3.4297409647762187
506,506,0.00036115985614037794,3.428851674196748
507,507,0.0003611500681739822,3.4283975971756133
508,508,0.0003611027725099579,3.4275875166645204
509,509,0.00036105472587180746,3.4267704032493245
510,510,0.00036106016121658627,3.426460929945404
511,511,0.000361109899681375,3.4265718380765673
512,512,0.00036108028143644333,3.4259297102689743
513,513,0.00036105589095147264,3.425337237456621
514,514,0.00036103437846736686,3.424772114141442
515,515,0.00036099489452769455,3.4240365745951826
516,516,0.0003609842108201611,3.4235742554184077
517,517,0.0003609389816077581,3.4227843625863703
518,518,0.0003609114171915533,3.4221620578103082
519,519,0.00036089314661044377,3.4216279230136175
520,520,0.000360870361328125,3.421051025390625
521,521,0.00036083988402031664,3.4204012606285814
522,522,0.0003608163745923974,3.4198175983867425
523,523,0.00036079021986310384,3.419208913642635
524,524,0.00036075461001796574,3.4185106845302435
525,525,0.0003607018788655599,3.41765030225118
526,526,0.0003606751844456894,3.417036697438461
527,527,0.0003606228041241698,3.4161798234682608
528,528,0.000360603133837382,3.4156328837076826
529,529,0.0003606457340694781,3.415675747372027
530,530,0.0003606148485867482,3.415022616116506
531,531,0.00036059979440577735,3.414519453228306
532,532,0.0003605807634224569,3.413978668083822
533,533,0.00036055330487621656,3.4133581372631423
534,534,0.00036053398575229144,3.4128147091311907
535,535,0.0003605218691246532,3.4123394912648424
536,536,0.0003604826642506158,3.411607934467828
537,537,0.000360519526391056,3.411596278238563
538,538,0.00036057973882965883,3.4118054888062317
539,539,0.0003606065527185217,3.4116985952699337
540,540,0.0003606562261228208,3.411807899121885
541,541,0.0003606149317376495,3.4110566393064263
542,542,0.00036060194247763093,3.410573171953433
543,543,0.00036057275522699236,3.4099365461816666
544,544,0.00036055550855748793,3.409412888919606
545,545,0.0003605348254562518,3.4088567746888607
546,546,0.0003604967515547197,3.40813628919832
547,547,0.0003604775590914041,3.407594366091043
548,548,0.0003604545210399767,3.4070161328698596
549,549,0.0003604380810847048,3.406500304331545
550,550,0.0003604026274247603,3.405804829163985
551,551,0.00036036513894525935,3.4050901978937556
552,552,0.0003603273543758669,3.4043728441431904
553,553,0.0003603164369331346,3.4039093797073225
554,554,0.0003602930785086181,3.4033284195924063
555,555,0.00036026679717742643,3.4027198993407928
556,556,0.00036022517320921096,3.401966535787788
557,557,0.0003601956838337266,3.4013278424418805
558,558,0.00036018082745186314,3.400827372800492
559,559,0.0003601532289508417,3.4002066345248965
560,560,0.0003601376499448504,3.399699415479388
561,561,0.0003601013020398145,3.398996189953809
562,562,0.0003601007190039149,3.398630585958949
563,563,0.0003600789640978852,3.3980651841917426
564,564,0.00036006616362443207,3.397584319960141
565,565,0.0003601027800973538,3.397569730218533
566,566,0.0003601186267057493,3.3973591243420387
567,567,0.00036008353796795775,3.3966680136517455
568,568,0.00036003598025147345,3.3958593657318974
569,569,0.00035999194180399757,3.3950840031535012
570,570,0.00035999866954067295,3.394787453768546
571,571,0.00035998032097223553,3.3942544464472086
572,572,0.00035994327985323395,3.3935452424562897
573,573,0.000359919266758997,3.3929589277370646
574,574,0.00035989492197069974,3.3923695344958156
575,575,0.0003598868328592052,3.3919333996980088
576,576,0.0003598721490965949,3.3914351330863104
577,577,0.0003598566898233556,3.3909295882054797
578,578,0.0003598487088424524,3.3904945347135866
579,579,0.0003598230490412737,3.3898929450178397
580,580,0.0003598328294425175,3.389625253348515
581,581,0.00035991603043731847,3.3900490906891028
582,582,0.00035995306427945794,3.390037959383935
583,583,0.0003600010127595931,3.3901295371570885
584,584,0.0003599765366070891,3.389539068692351
585,585,0.0003599501063681056,3.3889302514557142
586,586,0.00035990789888661875,3.388172960118629
587,587,0.000359882081793764,3.3875700359247003
588,588,0.00035985513609282827,3.3869565409057
589,589,0.0003598173526835158,3.3862411061045674
590,590,0.0003597865670414294,3.3855915958598506
591,591,0.0003597853349146706,3.3852202162121356
592,592,0.00035983042137042895,3.3852846042529956
593,593,0.0003597913262815942,3.3845570063309562
594,594,0.0003597716289738613,3.3840119421281396
595,595,0.0003597395760672433,3.3833507129124234
596,596,0.0003597228319052882,3.38283351123733
597,597,0.0003596801853659165,3.3820727829957127
598,598,0.0003596444592428048,3.3813772058008507
599,599,0.0003596096484609359,3.380690305181258
600,600,0.0003595574696858724,3.3798402150472002
601,601,0.0003595169689413315,3.379099991079575
602,602,0.0003594872959428451,3.3784616072708586
603,603,0.0003594778861177106,3.3780136958481264
604,604,0.0003594523234083163,3.37741403074454
605,605,0.00035943748537173943,3.376915175067492
606,606,0.00035940459852564844,3.3762467985499414
607,607,0.00035938242514797254,3.3756791194149063
608,608,0.00035934895277023315,3.37500536441803
609,609,0.00035932381164851445,3.3744099151911993
610,610,0.00035928468235203476,3.3736831672856065
611,611,0.00035925348534716716,3.3730309739245525
612,612,0.000359245764663796,3.372599238663717
613,613,0.0003592310682984394,3.3721020381174505
614,614,0.00035927388877744396,3.372144720065089
615,615,0.0003592359341256987,3.371429241769682
616,616,0.0003592824781095827,3.371506774580324
617,617,0.00035932152932041856,3.3715139096134874
618,618,0.0003592848391980415,3.370810361356025
619,619,0.0003592756145027419,3.3703645396502218
